99999 99977
1 400265258 339408802
1 503731161 829086453
1 444707691 959071077
1 302074237 310359751
1 376247354 397421910
1 309664401 176710926
1 52131630 795956012
2 596432417 933451970
1 320374765 590150904
1 559108092 334241550
2 413484032 169044132
1 476443791 771759321
2 443193535 280454949
1 736091784 634301899
1 738323655 638135797
1 892328380 484775659
1 158209509 442462777
1 47809448 374508558
1 773108473 358041361
1 788585757 284727193
2 411097962 868554935
1 65995450 83966298
1 559754939 822885913
1 71631830 325324490
1 118642613 600045784
1 455249551 42453043
1 422706222 340547456
1 565192935 877487864
1 617122772 429392572
1 356450625 533762892
1 751073742 387504728
1 752645714 830812946
1 903476559 21142823
1 985383495 93998448
1 483490724 97961667
1 614888744 743811044
2 125752383 189371011
1 147191635 96131748
1 693481401 741132916
1 361292600 101436709
1 341564149 237842390
2 108341760 981311311
2 13562810 109859666
1 320602039 114977728
1 365099784 871290209
1 981390899 207925464
1 359789951 468735083
1 92177395 889768278
1 532734525 809837332
1 874118151 368134730
1 263886454 585901323
1 209540319 18444000
1 538685627 45760884
1 613122049 908717815
1 233852142 250855162
1 637677851 508243227
1 132051757 43272548
2 846978791 650928021
2 571047489 490729180
1 963894610 353055880
1 172824837 62123293
1 803289965 457731644
1 31987180 737622510
1 966390239 701924612
1 945040718 303272792
2 873701068 948155337
1 122325092 214444574
1 25643018 923947635
1 575545999 935259105
1 26751787 793201886
1 364571027 367384476
1 104541861 186413159
1 629524777 563976848
1 321853403 26321075
1 587085251 601939239
1 510686543 764074789
1 855818196 683931144
1 984243373 904815748
1 362977338 706562286
1 921239298 59270263
1 254165302 204235409
2 222352927 464098309
1 100596086 648787213
1 90767039 246708612
1 297105653 555230696
1 419552705 26478412
1 73778852 903101245
1 508179825 435854656
1 863590365 668778129
1 126763320 793298572
1 376920459 618374341
1 128050238 361735772
1 732594047 184399678
1 979117311 650437594
1 944726972 679616133
1 138293940 728943526
1 196109481 772132669
1 238036664 713156065
1 839631948 579105599
1 275140108 540481743
1 320296040 621524898
1 78022296 1199133
1 649634160 594465772
1 665802564 399387209
1 181532071 582738557
1 140368277 671060642
1 199612554 311717042
1 803967832 320245500
1 573681052 448844512
1 705832430 225984982
1 472858610 290659301
1 195673342 677374015
1 765064386 98035844
1 168595710 57167577
1 664837525 359845912
1 30806507 14382800
1 809194357 908600226
1 73918466 102110096
1 683098676 391870670
1 365030583 855712649
1 598623562 105320339
1 941775623 468417371
1 112406048 570323023
1 248486128 598143528
2 736103664 833969059
1 860491776 130400334
1 397273893 248639706
1 246903459 768029409
2 479107658 91710334
1 39878188 10786430
1 617030753 237334308
1 986012129 567526782
1 323470319 77519454
1 725628535 872135010
1 381432120 490954545
1 993153827 338960836
1 362789938 497392711
1 400804964 820312956
1 62848511 318927209
1 704456792 520935811
1 45121735 92251332
1 660796040 361105643
1 523429332 976743390
1 530910019 210136048
1 68168942 545097852
1 661445793 189581010
2 566261788 307325990
1 69119450 487900279
2 454404654 520149624
1 402923383 917359090
1 356410315 649251300
1 202382104 969408727
1 931508474 500114466
1 759233548 883389340
1 831484547 877668978
1 496411194 208968963
1 394258982 323659479
1 262842991 228287858
1 935443729 67952194
1 947902663 366363595
1 183921240 935312647
1 736691571 124987420
1 126386765 321032472
1 620650581 946241388
1 487563759 833984208
2 450577570 829879668
1 48066187 980510793
1 225245634 837184624
1 828785329 609068639
1 599005248 870844578
1 302639979 21829535
1 78224920 466238476
1 890388405 884849117
1 790528832 729734013
1 6134331 20486061
1 325786112 551368181
1 267205336 531776275
1 1099750 303629074
1 46732278 36338700
1 784184400 680069161
1 477426018 100179334
1 333250234 299331462
1 930161532 691401811
1 172412248 777212333
1 430377140 623668884
2 149068941 81253916
1 834534964 813441391
2 765020552 715822875
2 459821096 212493497
1 267415925 569156882
1 783275479 436219443
1 454413327 665916735
1 186667721 643757158
1 427326718 687812436
1 357143806 92132655
1 712883784 419469653
1 56492591 76183541
2 329765815 511738376
2 186865326 24442168
1 845354000 905848026
1 576023959 171376815
1 702843130 524427410
1 495111667 635633722
1 849172887 665372425
1 163111626 227964610
1 540788934 681798212
1 953376436 815248163
1 626991571 145077968
1 40855987 619290116
1 474016404 776855305
2 439138393 490654990
1 270598726 729907183
2 169939459 812215481
1 860532300 456982133
1 138391671 809981952
2 170658814 17513084
2 714952012 27460719
1 818722261 337314298
1 741933694 35035507
2 208852272 191856306
1 592114320 226156042
1 159411403 108320990
1 547069797 17563950
1 902779897 49762824
1 26975263 840152880
1 461313687 676150317
2 630601998 695982441
1 880383279 232420901
1 813784756 104529996
1 620891664 496134653
1 42871376 132194687
1 879959615 554350994
1 300785865 924506595
1 353065011 259301794
1 261606222 709726323
1 841614581 334458656
1 794386047 133437108
1 398802822 382567067
1 738599508 979429874
2 881469557 516647493
1 335945725 298270690
1 91009672 29674149
2 985328764 967113109
1 827397712 116731259
1 630355218 636296853
1 694887801 756177599
1 59514899 125485147
1 770313181 267703882
1 107283746 24634120
1 412299781 385668976
1 125584556 870691338
1 930802962 379992517
1 423343108 514293645
1 115374549 715290380
1 999191662 92143694
1 503454887 273695207
1 638516193 565871692
1 585940338 332234202
1 164475554 529182389
1 90310301 160247634
1 19414537 675587593
1 460687498 889210029
1 186585545 410108773
1 89537394 616428058
1 948916405 224456213
1 10426170 724937292
1 1834099 199404344
1 764287374 278202111
1 32651573 959636004
1 142188301 402454374
1 396216300 8048400
2 43860085 569557674
2 412886494 656619779
1 125025624 859634380
1 215152749 857274542
1 492401063 530173950
1 841020238 82754090
1 218112944 69664379
1 700138165 159237242
1 601731464 593200303
2 987801626 578831803
1 157927962 5469642
1 311285650 300734036
1 124497298 777015308
2 78122214 326015890
1 150593987 297403343
1 145534205 9509502
1 845596872 692830436
1 235590763 761592320
1 822032501 137943156
1 659777169 62304853
1 190146423 128243203
1 880857642 969610323
1 840454732 522734405
1 209463440 519317225
1 567608356 671279318
2 537540570 773635639
1 681018071 575859365
1 329914136 64107198
1 62225509 147077321
1 667939682 958191083
1 759844086 407283271
1 320817899 447969454
1 289613629 338318501
2 971989364 317138019
1 192638180 57530162
1 560489008 275481714
1 23521965 989653285
1 295318777 587976822
2 385831688 65544854
1 256252271 127206462
1 701159170 932377679
1 616808876 596193441
1 455498971 584982620
1 12179987 136568553
2 840810222 55003894
1 501493540 521590883
1 140576450 436383450
1 707859339 725484771
1 233842665 298596645
1 494501531 325517627
1 411309527 922339174
1 859194588 596376666
1 479620649 123615483
1 459710038 847930407
2 814499677 235305361
1 862588791 660688018
1 160526802 527479160
1 303185030 799588526
1 596701556 14420202
1 21467051 812452039
1 391841543 495951499
1 747139554 837600069
1 912301361 15734747
1 755293692 238222605
1 482986531 859419435
1 217944558 180063102
1 350635404 434107660
1 885634373 647749654
1 627065114 26610100
1 495225149 395442049
1 996994117 812710525
2 5020074 620521485
1 357666884 293570013
1 683644551 976457207
1 483685956 84258597
1 341302534 135846379
1 781865531 361543524
1 997389631 17663382
1 43119352 797938603
1 119903198 873387900
2 196158836 247137085
2 443572674 3171759
1 965757037 797116833
1 224424122 914934322
1 26086439 348116285
1 312493403 479107306
1 982768753 97702594
1 544979869 458903828
1 85664654 744774866
1 463358212 678743640
1 569099785 115406404
2 871983883 4714453
1 853474145 89655280
1 101420169 259743243
2 437424510 750194467
1 20589560 303867753
1 252659973 880996092
1 653808689 36297971
1 227112022 993313035
1 197598962 829014650
1 164896823 959978109
1 573132446 172863127
1 117244436 77710131
2 73848054 66179259
1 366113588 523403439
1 751815965 770123385
1 417828943 972497889
1 629123374 614552637
1 528356359 33423946
2 152520454 463279507
1 687928040 747591410
1 87122650 479509874
1 469801430 802747638
1 895878770 819616851
1 822297274 85994251
1 838032856 265948697
1 779401512 898449131
1 275725666 644536814
1 912126624 19392213
1 729199261 755784776
1 604853945 385647295
1 403072231 271563779
1 88698129 981760241
1 570257383 889298098
1 741275714 861267529
1 948533310 21208067
1 95870697 479047807
1 194949924 610810993
1 291880052 775384216
1 575744156 763695088
1 484599898 57991193
1 556205706 152985351
1 479285361 930881008
1 754066876 93962563
1 129477846 171696820
2 5782687 138813450
1 996119920 4983428
1 207212249 545277156
1 361641511 730154367
1 941142553 565828116
1 128201682 198044942
1 339217287 448838402
1 358913228 766037151
1 26567295 632907067
1 488976518 601399535
2 340520907 883943272
1 810142254 807519576
1 112772255 282713131
2 158775163 359474967
1 419154273 979504151
1 72861176 305084820
1 206933590 949801215
1 300557802 593440470
1 757588668 155178591
1 654591667 956402266
1 384594648 749450044
2 239570309 73828885
1 117354357 777668731
2 990737055 522463125
1 822927104 934128826
1 623452205 581474300
1 917538443 136026041
1 823952629 990258325
1 941374406 960592771
1 174289687 912053479
1 635525712 844465053
1 813870306 394885199
1 696727440 462735567
1 100999019 416904712
1 466610507 505490883
1 452463523 107815612
1 586151483 940485992
1 359298799 10899429
1 680799979 205354415
1 455349844 226088778
1 679571323 30169493
1 427976169 865717158
2 567095066 634348876
1 129157468 791081206
1 476815874 582907361
1 217918838 102292131
1 716606623 712198963
2 975049779 213925396
1 896554973 654163859
1 513730306 380992002
1 829965947 331383964
2 704760289 179358949
1 934462388 961444605
1 640420133 146115145
1 280642308 881181744
1 198076297 261649407
1 878143259 446131829
1 322319067 262801335
1 9612597 290622832
1 392319384 730069176
1 601400440 324647229
2 922275455 146608139
1 704043641 226579317
1 423417859 770633702
1 659631518 909315790
2 897134485 449582386
1 687349694 764748423
1 409226039 619399779
1 105639516 661852990
1 124653008 39528209
1 3848278 46477514
1 144864947 291687109
1 317257722 96121800
1 538314625 105297564
1 428986060 659086019
2 598097996 9550812
1 86889592 650449940
2 178155562 461305194
1 44840415 13578455
1 479820863 548149956
1 681509540 246044260
1 601426041 754923236
1 463126760 83697170
1 936976678 62422273
1 856403252 927032748
1 754555877 929689204
1 191296929 137444722
1 861865364 386952311
1 534708006 765877794
1 330484333 57473589
2 968975469 995190860
2 391272316 311866476
1 271761466 590220471
1 584454414 335134720
1 715365567 181123594
2 8543294 291695065
1 729891168 647247490
1 770908733 894233180
1 248611082 196256690
1 956140820 31609817
1 191760002 330378045
1 623550746 297190662
1 722162944 962510611
1 101170451 150678689
1 319710898 169956470
1 617587588 6125565
1 889903128 525754588
1 620937611 120882235
1 756002608 268071935
2 844301732 754753995
1 510423782 642817956
2 545712964 42613258
1 124347879 999170978
1 215755906 50094584
1 136675587 446572066
1 42966251 17748674
1 688127039 151705378
1 31587756 466954283
1 180682416 980467432
1 755249069 842748913
1 256074285 283279407
1 338500281 283020442
1 178557921 988323388
1 918436428 48590760
1 203142153 858650388
1 80820892 585540449
2 137772136 341896864
1 873620321 591040508
1 269151325 25758693
1 386941794 543227220
1 260119115 692744160
1 500365006 881672768
1 650948837 8384219
1 951848732 908930799
1 40430806 915723990
1 417116234 85921030
1 825382920 613860467
2 431380791 312162065
1 229011956 506227646
1 136591610 621127783
1 875300353 703029499
2 947093000 643259436
1 888329383 845626137
1 410961336 512743978
1 917734110 922612594
1 152375330 171664086
1 685529420 443195785
1 586851994 976556134
2 15392532 4247684
1 217448523 787642514
1 606125312 633181063
1 426627159 667742558
1 275693729 462276724
1 993283961 378639327
1 240380210 446428041
2 475437794 43836918
2 114685393 17547370
1 124985584 186682100
2 423969814 102901730
1 222203432 99019491
2 780698071 860374705
1 438876650 386507683
2 550826912 738886345
1 96265580 673395447
1 690552758 911553896
1 851030667 31331249
1 722389944 482732317
1 830157070 248620931
1 751264410 444578157
1 227741188 623266340
1 998991299 812588625
1 172446619 380661
1 657070652 25535290
1 523340189 478516989
1 691463559 394022196
1 610571192 193158578
1 545816242 630922957
2 849742587 857407159
2 500312264 349743043
1 940268249 903786317
1 505527806 960527910
2 570193338 960377430
1 145996053 329337897
1 430799951 80380998
1 87338544 606051616
1 148673601 233730546
1 398359965 529404056
1 510598322 74323020
1 722467749 435895883
1 974310371 671597022
1 712440736 415612858
1 139972630 25398945
1 407240582 462078685
2 371520789 414938894
1 18976602 905148636
1 424662425 6196572
1 420093055 370722627
1 795007125 41498241
1 788793867 634948316
1 461782889 179115165
1 346468521 61244008
1 365101373 690975110
1 663327515 750911606
1 905760661 400834422
1 604569247 250200372
1 435901251 918584218
1 863516654 429917352
1 216435729 590977863
1 19912647 250366353
1 949740569 43795032
1 376406421 568872263
1 453156734 228216076
1 145162149 784772407
1 622928285 365885448
1 475015702 37682546
1 615859288 668853454
1 999472605 311963979
1 978191938 130079112
1 451929142 716408733
1 311960977 120558112
1 156124343 549794745
1 481841257 938152140
1 939262181 27186970
1 932981419 486097317
1 933825178 782252948
1 485108382 14147193
1 21460227 697761071
1 910970 864244417
1 365988044 767890500
1 945942301 423792744
1 687300700 148327687
1 864814398 559242868
1 74575506 407563141
2 513222035 428415893
1 244309808 126209992
2 406404207 437509589
1 657110004 332419285
1 41600006 32094145
1 283421762 350824888
2 703156449 140907480
2 848671958 43214732
1 563670878 66079629
1 822802489 194229590
1 725976164 272284672
1 74101547 677163747
1 54669216 495490974
1 642530984 115965903
1 817428841 73640828
1 664981839 637847663
2 946637961 230848482
1 542940212 331105559
1 34215584 683186539
1 799747013 247900918
1 928529896 38299323
1 504230651 634080295
1 94070662 290630620
1 138820421 987575105
1 12095877 870415430
1 918871630 920579833
1 90248772 687656222
1 955127912 394555659
1 469371325 809402422
1 968016654 119794106
1 580178597 131417330
1 958248602 97363539
2 830049891 387725703
1 121073304 4985197
1 157132307 665281586
1 983512882 719376815
1 185919890 166884845
1 828746444 162549866
1 796602131 871938897
1 108530159 852766010
1 630097252 595629585
1 658629523 455676423
2 4839295 315609635
1 961510608 294344981
1 614440180 440225415
1 802101116 158604393
1 404104284 437409374
1 529466223 359555371
1 464577033 43136786
1 512639343 18024615
1 284323353 471479296
1 613054783 778178153
1 57884146 48749731
1 692892162 427727631
1 94049257 930876785
1 714514434 115538214
1 248188559 891868639
1 189657195 702744217
1 6997940 88734151
1 211458345 42452277
1 942513835 783623151
1 351080531 472906208
2 594846664 844483641
1 866281803 806620008
1 862962039 491416213
1 536977790 52410414
1 471501764 315490118
1 650143198 559932850
1 283549434 142103123
2 354681081 503302873
1 461407515 105633866
2 493530083 178260267
1 812084880 452001475
1 863535161 740964501
1 190017092 102060733
1 468702260 508866624
1 388351446 819949689
1 30227465 19842141
1 343245260 574987556
1 7709231 513005175
1 362203537 586190761
1 590698961 60537446
1 603475287 836862406
1 858450331 972551149
1 297901396 44381415
1 659127548 236048010
1 588758903 813720992
1 280993999 142580018
1 739376626 362571640
1 529451987 120290919
1 899728584 305952761
1 291498850 603951721
1 436161662 344601
1 729423761 588494051
1 33920228 452579050
1 422915641 919790364
1 384665870 153499620
1 371775544 47133816
1 940008765 483100954
1 16516136 147264445
1 403946300 722634511
1 764557388 521360115
1 65867067 866695442
1 240408175 916435796
1 555268129 220492819
1 530536292 164335878
1 102760220 514165352
1 304797717 986731524
1 339507622 240552875
1 234031804 329972171
1 428731320 672638133
1 813327477 861492784
1 662839031 337917028
2 250262010 26116175
1 920408414 772483335
2 873000976 919127328
1 604295847 743112444
1 791538271 870011179
1 619880873 894660914
1 644335687 382838166
1 229276139 651384033
1 162696476 692989501
1 360726767 388437488
1 7317936 585982473
1 835548591 669601204
1 670360729 53560141
1 337758519 701128390
1 649579855 474740215
1 768906316 244843944
1 791021246 415801523
1 378641263 622639758
1 547224474 322252995
1 396878193 247582169
1 919737811 239076949
1 452351974 587516638
1 128482429 183118968
1 345627788 22967781
1 239007712 208195694
1 500058123 373362550
1 312799366 178976506
1 565155063 33951738
1 424431334 269733782
1 154127023 547597279
1 874487573 927537921
1 175212287 385806150
1 645395225 10624156
1 266919742 26765211
1 404723047 892519458
1 123614561 766218656
2 832012079 360986136
1 49294282 707793479
1 788816999 23727840
1 884089259 241800998
1 268940370 420700233
1 257987251 222244264
1 962941590 515517916
1 206844606 454247127
1 764435309 617062009
1 49139168 686749637
1 556417997 573476541
1 929084628 564724037
1 892847527 265639631
2 84279216 82038517
2 762481306 988388293
1 906578334 258562651
1 756214190 883668384
1 467603368 12636534
1 572292859 739804878
1 664957463 435181653
1 163438293 275805938
1 88629321 386830676
1 396147891 651276915
1 23560324 841374420
1 444613670 526343777
1 800294525 860000514
1 888083431 6878167
1 36132614 690455044
1 951805057 381906496
1 634980159 58268948
1 768842884 326225967
1 595307773 211429438
1 337608942 334671398
1 268878321 525326337
1 214397269 690318995
1 536553404 362205853
1 931221429 970716445
1 192194387 395657221
2 531610904 45470586
1 276348542 375795511
1 668019669 362070367
1 488261438 674973279
1 376669147 44045920
2 386253567 68119335
1 22963641 988814983
1 603402622 763065398
1 728017968 229146148
2 8128933 124485748
1 501652320 249744118
1 897271546 605682966
1 732587239 862956200
1 52131161 581052107
1 201589884 539469069
1 539188849 913478450
1 88672916 558005350
1 404925831 5742852
1 414206218 569405999
2 733182880 136476252
1 999257664 201439308
1 349129849 900048539
1 89224293 649106845
1 417100939 621836543
1 279855430 334003658
1 177278012 744707873
2 224899319 104614291
1 265881019 541795504
1 476895942 781126590
1 950803949 529132094
1 909433915 214693706
1 770228213 194151775
1 102155110 81499817
1 729624262 456325642
2 642516967 27865831
1 130660977 290753205
1 340894858 726486788
2 448294357 110624423
1 127131567 101501451
1 383397055 96340963
1 2735496 671303263
1 141336989 126839119
1 658105156 232574842
1 939722962 329082296
1 22376089 58268176
1 286351839 204505146
1 221349716 575978786
1 440945053 790418552
1 80324972 402074088
1 748112484 9765403
1 97249554 31177289
1 671872948 492599688
1 165439445 342407828
1 725904676 425290925
1 271012256 883149883
1 448214313 912808562
1 830626209 690989163
1 590738409 723539982
1 858488862 472658019
1 788965401 577458029
1 50119241 540493863
1 523933438 66339766
1 491218556 983131624
1 589610903 100899463
1 710858927 954457828
1 226321835 390520586
1 536826620 866201293
1 360714263 178282760
2 963785647 669198386
1 124028989 141575464
1 837309155 194629294
1 805230624 862132752
1 609586603 825040431
1 214597012 899915949
1 265693874 691416783
1 996539333 611606778
1 699708628 175438402
1 68626249 995627082
1 390229570 173325052
1 82799877 634086639
1 275652237 764920680
1 756272142 857667648
1 123215381 499651337
2 835931020 447613044
2 921903357 128186572
1 630718026 498581390
1 536753539 785412573
1 665200337 15176255
1 339652262 524033708
1 852809894 663006958
1 980012910 670384458
1 741341506 819550026
1 487592815 967823331
2 586459439 821335190
1 772908216 139805609
1 240962801 500616743
1 175354714 839114514
1 365905237 523636898
1 65656533 475734151
1 75987600 956780391
2 796488287 313067858
1 553071115 949984167
1 518347795 677718333
2 395993291 200398362
1 919466123 174805449
1 250897067 316606008
1 318523018 887115202
1 379595825 486094116
1 821168516 294827721
1 652041587 253902068
2 922764680 926561773
1 733573399 464499566
1 84695419 487227750
1 196087330 45335743
1 768900146 495649823
1 190002484 856544077
1 720931462 592345460
2 342276823 330852426
1 682557462 33105207
1 128444376 129519353
1 77363442 812741837
1 532358416 724002888
1 374283790 401035045
1 997935855 253610493
1 949798060 10046269
1 314643937 115910245
1 845246850 459483045
1 920383404 559161687
1 121805586 427546889
1 536265441 24400428
1 706235606 559713073
2 325501084 848848457
1 386599701 88637463
1 781642062 693645913
1 630787598 667877994
1 479793152 82411179
2 437937523 989490792
1 360153998 499327140
1 500273635 493484018
1 762117634 318603930
1 835556702 805922781
1 57830369 292403339
1 290428639 796784620
1 162418338 106270007
1 739257820 158777776
1 990701005 271075844
1 176025421 374268828
2 38437365 210172964
2 51318358 805173968
1 763463138 103148119
1 218813670 902326604
1 752477445 150199510
2 6640737 734695693
1 892345395 770746764
1 499435772 296422459
1 316017453 371252118
1 263476292 927738108
1 508491046 17073640
1 806361644 543833069
1 33006628 691615870
1 684725843 615357606
1 881142528 315238384
2 651814543 525919432
1 82965866 128896468
1 644645400 500238685
1 361949935 618869241
1 545775096 939382135
1 556424159 677041275
1 14974022 998758211
1 231782141 27108129
1 707294400 174994655
1 144783636 865555357
1 683790718 285602329
1 692996879 40222603
1 498174723 931313455
1 175742395 912418140
1 141689299 398640926
1 744937523 128265629
1 594033066 262265359
1 492704556 188529860
1 682211540 307140025
1 464375596 598047352
1 64690390 624659348
1 102112376 949226635
1 338543995 224743062
1 900157967 80141901
1 463426541 679665496
2 45243192 193116906
2 435145604 103326971
1 89215660 296990592
1 533680777 326604098
1 394605742 502182436
1 40702079 180042007
1 109825338 938981571
1 214107670 472500965
2 93319492 196113243
1 450549113 351602869
1 488316620 247912084
1 393682787 229484702
1 244327028 415626532
1 530930150 341456343
1 534381007 564972895
1 81215107 768661013
1 34884294 830272205
1 864253702 80064853
1 57203934 939802038
2 796630255 551640387
1 72853795 181032353
1 943044096 312806612
1 4732722 85963715
1 745063 223329115
1 57798400 193573865
1 95399519 356915171
1 625446439 93331855
1 120970321 628654985
1 805825187 472039927
1 120276051 697477330
1 575957795 413863536
1 562030610 415382764
2 327536490 905200169
1 122578965 747847282
1 736927699 5644844
1 939179350 782530000
1 763799545 669194696
2 627376138 166044596
1 913334118 986391048
2 499243640 362227229
1 398128689 582810549
1 120910031 408339533
1 269293768 272314547
1 718879876 471077910
1 696870328 71275605
1 538883528 869894275
2 136895343 283517373
2 310485421 90692184
1 227427641 648449205
1 319748667 11761475
1 181045973 648318990
1 52589595 696017757
1 567253001 141278774
1 259938331 594769697
1 162062287 564571791
1 673603095 506409259
1 769697900 664094350
2 970045003 643495975
1 495059836 119015174
1 903959666 196282515
1 877497386 121341131
2 577378179 663937307
1 86659539 78916463
1 595786056 807480878
1 724833330 392026457
1 101752222 752612142
1 48767766 94068586
1 580967183 500280350
2 482813960 106502285
1 2347440 798718434
1 338300634 429542029
1 186171209 888814562
1 191675391 55804615
1 650227794 627232753
1 105755721 905900287
1 64938823 505105485
1 592450439 580340781
1 815018559 11715478
1 135634906 135715675
1 823263106 138863499
1 407561756 210577740
1 325959550 171373353
1 718626960 308264570
1 812198061 999729473
1 638786600 608613425
1 936822028 610703370
2 76700340 405404758
1 672595791 111025176
2 785073270 586921722
1 268560683 836256834
1 874311852 476183790
2 351618060 562716454
1 526701427 136269233
2 382876390 935458896
2 476428750 518965234
1 315093697 85091977
1 951999203 497434671
1 100005211 100864254
1 876622626 304151693
1 55612877 116194450
1 502176611 471568367
1 47550210 898419942
1 295403438 10874249
1 34763351 738045429
1 908386624 792743045
1 514359303 8104924
1 133919116 215720556
1 703500056 473459388
1 445551012 893360173
1 368543290 764237082
1 823060833 241249904
1 943638994 366817641
1 627495266 20745245
1 378229404 142976486
1 864206108 73131073
1 875373652 787482145
1 193004732 923202332
1 939305008 539958937
1 868187889 629952705
1 274898214 769936579
1 622085497 86049414
2 263956483 408373657
1 240635744 446220685
1 154178075 405628243
1 76847697 941571632
1 828864265 788262344
1 443042261 885476478
1 792251823 977777761
1 99202708 291076793
1 140370198 57851958
1 892800324 619782457
1 432120946 660023846
2 770784482 746408848
1 127936373 595490364
1 732568841 760762436
1 287434388 219037013
1 761652733 94947411
1 544454383 9973792
1 465112662 101013732
1 48388851 522600191
1 752698292 921512814
1 949856071 985037146
1 217329789 585058754
1 934062648 685465366
1 198397228 567590852
1 827943997 708208666
1 315609951 964816945
1 950660063 258323739
1 850615724 499835189
1 423443956 61762334
1 728551406 604704026
1 131657264 855479638
1 824712209 78638925
1 858182959 980818661
1 509988690 772677653
1 908971674 35743807
1 286189604 418283726
1 288454722 187921375
1 333909525 642617064
2 475915667 485513841
2 935310421 974928285
2 444766195 942347805
1 159845747 25427432
2 350986372 37859542
1 505656166 763369361
1 913471754 359177075
1 141539696 31746952
1 125007031 192636760
2 698932829 228507913
1 964716362 486361284
1 150686827 503260154
1 419305141 13153911
2 769598147 342050748
1 770891346 394988449
1 143293136 998568465
1 420083696 567930983
1 998494836 265490994
1 570923264 550363252
1 811101840 755412302
1 732759037 809902961
1 523357385 122035230
1 108262730 446032679
1 383104891 687929331
1 285372225 712980402
1 454561607 217596470
2 105367968 38407979
2 298603071 745509836
1 860611206 783155275
1 695050375 193591523
1 586318027 237602284
2 922265050 764709882
1 965297456 662873554
1 547449223 159147213
1 138887017 752349008
1 910587364 273358226
1 206769846 345239454
1 648713212 148478265
1 214262191 567546696
1 128423765 197153120
1 709365885 630704698
1 192392819 583220198
1 122799848 751217725
1 222495543 713561774
1 978122687 320682624
1 122206075 923135993
1 448618155 903225046
1 602773526 927267161
1 114328116 307760125
1 260198483 879198489
2 249564633 190202818
1 260883720 658558513
2 657213391 277066016
1 123362951 39398102
1 724314229 611935607
1 803141875 470771730
1 488977950 979972228
2 979288723 590896853
1 138249942 136952787
1 79525789 293580798
1 739946406 994424443
1 519817330 399367892
1 670541329 941420694
1 27505405 12831239
2 711966087 28121703
1 620502509 398057509
1 925146117 149184139
1 746481678 311074950
1 27728897 35620480
1 325983487 573682512
1 556701072 681645703
1 150138351 81980032
1 174345584 58535780
1 368510835 218765897
1 456416999 188915109
1 255601816 725406090
1 561969710 184815042
1 111905455 185264569
2 655115568 171671785
1 61537060 313733213
1 103584070 475710420
1 259763032 796003051
1 468346139 758970496
1 972655568 776610412
1 811258683 243988956
1 603668959 944424063
1 986486407 303287609
1 863837498 527375166
1 947837 897910930
1 464097171 213525671
1 327771225 348402598
2 574277837 96096841
1 119940771 504877311
1 966613335 949510368
2 343731661 159994575
2 403535535 261358097
1 291742815 616325604
1 559418814 261578910
1 836373137 642843944
2 413378530 336334243
1 168644357 520272637
1 937872996 94453370
1 107316305 571853233
1 883343094 792929147
1 323470141 281549230
2 237893573 810214344
1 878602926 374799088
2 379593855 807489395
1 237360776 445429753
1 344202593 485014111
1 814248738 312740882
1 50227914 219477327
1 303126809 821068179
1 387400247 13017272
1 972531895 845521948
2 860625410 21881903
1 874704016 624833197
2 793083345 713761064
1 334173439 576230946
1 514645550 731112381
1 340008498 861819797
1 879848210 829450806
2 847840466 100714217
2 34909122 247556401
1 227048426 717433641
1 594076411 990764774
1 23195844 596483510
1 222502703 626878472
1 684945763 16585752
1 285123757 38967442
1 587215145 637584050
1 794283049 549833369
1 748895390 283164663
2 969213196 902722677
1 513802405 445276248
1 663457908 794943110
1 142925028 47206828
1 57353646 870054466
2 354098318 653244789
1 419721483 568162964
1 265781383 14696899
1 568070556 642518708
1 483749909 804611599
1 100494141 82881245
1 694403464 58376581
2 738949947 633828628
1 694230867 452506096
2 284123871 413752616
1 193821260 968707968
1 311140355 6244618
1 821810305 698462278
1 628618985 727221302
1 500746955 858638670
1 705973 920848554
1 324611956 144681112
1 292226701 952041596
1 628071489 908369196
1 5137843 452381421
1 106818432 794036310
1 981615177 829882163
1 609139743 757115352
1 656385782 45322013
1 46645022 924332177
1 154914403 896191057
1 840667310 800565557
1 355882259 364148696
1 365554310 68057750
1 402294676 88098776
2 593406642 471375426
1 978010114 369130438
2 60866379 571994459
1 236595213 463514294
1 319261055 406401179
1 703518271 134103962
1 780366380 728095009
2 397509876 126860115
1 998636629 146617229
1 13615239 198055291
1 110289138 351155005
1 402526901 489115635
1 969900643 364721102
1 99252669 692297811
1 15331769 568961099
1 385408867 549126895
2 690181780 325999013
1 536960118 962418532
1 77203080 57999928
1 133689646 446964138
1 504665448 499262533
1 937893698 649413306
1 851090511 682624288
1 96639176 155467409
1 232377008 435103210
2 1197896 805685249
1 273535416 340227063
1 716112082 197404386
1 960711286 892525656
2 706035558 137968562
1 28157825 595141013
1 345333197 159722716
1 672587200 612131170
1 333479470 4617267
2 804831596 952625166
1 876866569 463639469
1 840306775 183504753
1 1896238 450795939
1 546148911 572618477
1 123812641 7403344
1 62194763 275824230
1 280229347 382997158
1 61071789 83858104
1 727375901 175344314
1 487566445 879127810
1 644353885 688691952
1 167674696 610070808
1 492574684 946233381
1 8525307 550914047
2 735613162 387057955
1 609707486 709237365
1 867054491 908285342
1 70234607 464517646
1 828531937 645276589
1 860696840 281943688
1 215708209 455472527
2 635434567 105569616
1 990566277 947164573
1 178569190 177721471
1 738854860 183185066
